STATE,YEAR,MONTH,MONTH_NUM,RAINFALL
JAMMU & KASHMIR,1927,JUL,7,226.2
JAMMU & KASHMIR,1927,AUG,8,220.3
JAMMU & KASHMIR,1927,SEP,9,27.7
JAMMU & KASHMIR,1927,OCT,10,7.6
JAMMU & KASHMIR,1927,NOV,11,4.5
JAMMU & KASHMIR,1927,DEC,12,40.3
JAMMU & KASHMIR,1928,JAN,1,142.9
JAMMU & KASHMIR,1928,FEB,2,192.2
JAMMU & KASHMIR,1928,MAR,3,125.9
JAMMU & KASHMIR,1928,APR,4,109.2
JAMMU & KASHMIR,1928,MAY,5,18.4
JAMMU & KASHMIR,1928,JUN,6,46.2
JAMMU & KASHMIR,1928,JUL,7,115.7
JAMMU & KASHMIR,1928,AUG,8,177.1
JAMMU & KASHMIR,1928,SEP,9,121.6
JAMMU & KASHMIR,1928,OCT,10,1.2
JAMMU & KASHMIR,1928,NOV,11,102.4
JAMMU & KASHMIR,1928,DEC,12,138.3
JAMMU & KASHMIR,1929,JAN,1,121.2
JAMMU & KASHMIR,1929,FEB,2,66.4
JAMMU & KASHMIR,1929,MAR,3,40.3
JAMMU & KASHMIR,1929,APR,4,53.0
JAMMU & KASHMIR,1929,MAY,5,42.6
JAMMU & KASHMIR,1929,JUN,6,60.0
JAMMU & KASHMIR,1929,JUL,7,182.6
JAMMU & KASHMIR,1929,AUG,8,266.7
JAMMU & KASHMIR,1929,SEP,9,20.9
JAMMU & KASHMIR,1929,OCT,10,60.4
JAMMU & KASHMIR,1929,NOV,11,2.0
JAMMU & KASHMIR,1929,DEC,12,186.6
JAMMU & KASHMIR,1930,JAN,1,201.8
JAMMU & KASHMIR,1930,FEB,2,116.1
JAMMU & KASHMIR,1930,MAR,3,114.6
JAMMU & KASHMIR,1930,APR,4,209.2
JAMMU & KASHMIR,1930,MAY,5,53.1
JAMMU & KASHMIR,1930,JUN,6,55.1
JAMMU & KASHMIR,1930,JUL,7,211.0
JAMMU & KASHMIR,1930,AUG,8,105.9
JAMMU & KASHMIR,1930,SEP,9,49.0
JAMMU & KASHMIR,1930,OCT,10,43.7
JAMMU & KASHMIR,1930,NOV,11,0.9
JAMMU & KASHMIR,1930,DEC,12,7.6
JAMMU & KASHMIR,1931,JAN,1,124.7
JAMMU & KASHMIR,1931,FEB,2,142.4
JAMMU & KASHMIR,1931,MAR,3,47.1
JAMMU & KASHMIR,1931,APR,4,35.5
JAMMU & KASHMIR,1931,MAY,5,109.0
JAMMU & KASHMIR,1931,JUN,6,11.1
JAMMU & KASHMIR,1931,JUL,7,205.0
JAMMU & KASHMIR,1931,AUG,8,192.6
JAMMU & KASHMIR,1931,SEP,9,30.4
JAMMU & KASHMIR,1931,OCT,10,43.9
JAMMU & KASHMIR,1931,NOV,11,7.9
JAMMU & KASHMIR,1931,DEC,12,5.3
JAMMU & KASHMIR,1932,JAN,1,99.4
JAMMU & KASHMIR,1932,FEB,2,102.7
JAMMU & KASHMIR,1932,MAR,3,122.7
JAMMU & KASHMIR,1932,APR,4,32.8
JAMMU & KASHMIR,1932,MAY,5,87.1
JAMMU & KASHMIR,1932,JUN,6,58.6
JAMMU & KASHMIR,1932,JUL,7,255.0
JAMMU & KASHMIR,1932,AUG,8,174.1
JAMMU & KASHMIR,1932,SEP,9,11.5
JAMMU & KASHMIR,1932,OCT,10,9.9
JAMMU & KASHMIR,1932,NOV,11,1.6
JAMMU & KASHMIR,1932,DEC,12,84.0
JAMMU & KASHMIR,1933,JAN,1,104.0
JAMMU & KASHMIR,1933,FEB,2,137.4
JAMMU & KASHMIR,1933,MAR,3,187.1
JAMMU & KASHMIR,1933,APR,4,107.2
JAMMU & KASHMIR,1933,MAY,5,31.1
JAMMU & KASHMIR,1933,JUN,6,63.7
JAMMU & KASHMIR,1933,JUL,7,175.2
JAMMU & KASHMIR,1933,AUG,8,217.7
JAMMU & KASHMIR,1933,SEP,9,101.9
JAMMU & KASHMIR,1933,OCT,10,48.1
JAMMU & KASHMIR,1933,NOV,11,12.2
JAMMU & KASHMIR,1933,DEC,12,2.1
JAMMU & KASHMIR,1934,JAN,1,110.1
JAMMU & KASHMIR,1934,FEB,2,27.2
JAMMU & KASHMIR,1934,MAR,3,71.1
JAMMU & KASHMIR,1934,APR,4,96.8
JAMMU & KASHMIR,1934,MAY,5,36.2
JAMMU & KASHMIR,1934,JUN,6,60.7
JAMMU & KASHMIR,1934,JUL,7,146.3
JAMMU & KASHMIR,1934,AUG,8,158.9
JAMMU & KASHMIR,1934,SEP,9,16.8
JAMMU & KASHMIR,1934,OCT,10,3.5
JAMMU & KASHMIR,1934,NOV,11,2.0
JAMMU & KASHMIR,1934,DEC,12,73.5
JAMMU & KASHMIR,1935,JAN,1,193.3
JAMMU & KASHMIR,1935,FEB,2,95.7
JAMMU & KASHMIR,1935,MAR,3,129.9
JAMMU & KASHMIR,1935,APR,4,145.5
JAMMU & KASHMIR,1935,MAY,5,20.1
JAMMU & KASHMIR,1935,JUN,6,44.7
JAMMU & KASHMIR,1935,JUL,7,154.3
JAMMU & KASHMIR,1935,AUG,8,183.4
JAMMU & KASHMIR,1935,SEP,9,30.4
JAMMU & KASHMIR,1935,OCT,10,19.5
JAMMU & KASHMIR,1935,NOV,11,48.9
JAMMU & KASHMIR,1935,DEC,12,19.7
JAMMU & KASHMIR,1936,JAN,1,59.9
JAMMU & KASHMIR,1936,FEB,2,168.9
JAMMU & KASHMIR,1936,MAR,3,242.1
JAMMU & KASHMIR,1936,APR,4,62.4
JAMMU & KASHMIR,1936,MAY,5,21.8
JAMMU & KASHMIR,1936,JUN,6,96.0
JAMMU & KASHMIR,1936,JUL,7,163.6
JAMMU & KASHMIR,1936,AUG,8,140.2
JAMMU & KASHMIR,1936,SEP,9,54.7
JAMMU & KASHMIR,1936,OCT,10,16.7
JAMMU & KASHMIR,1936,NOV,11,19.9
JAMMU & KASHMIR,1936,DEC,12,94.7
JAMMU & KASHMIR,1937,JAN,1,67.9
JAMMU & KASHMIR,1937,FEB,2,160.0
JAMMU & KASHMIR,1937,MAR,3,91.0
JAMMU & KASHMIR,1937,APR,4,80.7
JAMMU & KASHMIR,1937,MAY,5,19.5
JAMMU & KASHMIR,1937,JUN,6,32.2
JAMMU & KASHMIR,1937,JUL,7,133.0
JAMMU & KASHMIR,1937,AUG,8,73.5
JAMMU & KASHMIR,1937,SEP,9,57.5
JAMMU & KASHMIR,1937,OCT,10,88.7
JAMMU & KASHMIR,1937,NOV,11,14.7
JAMMU & KASHMIR,1937,DEC,12,121.1
JAMMU & KASHMIR,1938,JAN,1,183.1
JAMMU & KASHMIR,1938,FEB,2,194.2
JAMMU & KASHMIR,1938,MAR,3,132.6
JAMMU & KASHMIR,1938,APR,4,76.4
JAMMU & KASHMIR,1938,MAY,5,14.8
JAMMU & KASHMIR,1938,JUN,6,118.7
JAMMU & KASHMIR,1938,JUL,7,123.0
JAMMU & KASHMIR,1938,AUG,8,136.7
JAMMU & KASHMIR,1938,SEP,9,11.2
JAMMU & KASHMIR,1938,OCT,10,31.0
JAMMU & KASHMIR,1938,NOV,11,11.1
JAMMU & KASHMIR,1938,DEC,12,29.0
JAMMU & KASHMIR,1939,JAN,1,89.1
JAMMU & KASHMIR,1939,FEB,2,221.0
JAMMU & KASHMIR,1939,MAR,3,179.9
JAMMU & KASHMIR,1939,APR,4,68.5
JAMMU & KASHMIR,1939,MAY,5,19.6
JAMMU & KASHMIR,1939,JUN,6,34.6
JAMMU & KASHMIR,1939,JUL,7,164.2
JAMMU & KASHMIR,1939,AUG,8,95.2
JAMMU & KASHMIR,1939,SEP,9,72.7
JAMMU & KASHMIR,1939,OCT,10,57.4
JAMMU & KASHMIR,1939,NOV,11,0.0
JAMMU & KASHMIR,1939,DEC,12,1.1
JAMMU & KASHMIR,1940,JAN,1,96.8
JAMMU & KASHMIR,1940,FEB,2,61.1
JAMMU & KASHMIR,1940,MAR,3,108.9
JAMMU & KASHMIR,1940,APR,4,71.9
JAMMU & KASHMIR,1940,MAY,5,69.0
JAMMU & KASHMIR,1940,JUN,6,85.2
JAMMU & KASHMIR,1940,JUL,7,127.4
JAMMU & KASHMIR,1940,AUG,8,151.9
JAMMU & KASHMIR,1940,SEP,9,69.9
JAMMU & KASHMIR,1940,OCT,10,8.5
JAMMU & KASHMIR,1940,NOV,11,8.6
JAMMU & KASHMIR,1940,DEC,12,19.2
JAMMU & KASHMIR,1941,JAN,1,81.7
JAMMU & KASHMIR,1941,FEB,2,52.5
JAMMU & KASHMIR,1941,MAR,3,109.6
JAMMU & KASHMIR,1941,APR,4,40.1
JAMMU & KASHMIR,1941,MAY,5,41.3
JAMMU & KASHMIR,1941,JUN,6,44.0
JAMMU & KASHMIR,1941,JUL,7,120.2
JAMMU & KASHMIR,1941,AUG,8,100.8
JAMMU & KASHMIR,1941,SEP,9,163.2
JAMMU & KASHMIR,1941,OCT,10,11.4
JAMMU & KASHMIR,1941,NOV,11,19.9
JAMMU & KASHMIR,1941,DEC,12,87.0
JAMMU & KASHMIR,1942,JAN,1,127.7
JAMMU & KASHMIR,1942,FEB,2,196.9
JAMMU & KASHMIR,1942,MAR,3,39.4
JAMMU & KASHMIR,1942,APR,4,85.9
JAMMU & KASHMIR,1942,MAY,5,88.0
JAMMU & KASHMIR,1942,JUN,6,35.5
JAMMU & KASHMIR,1942,JUL,7,200.0
JAMMU & KASHMIR,1942,AUG,8,274.5
JAMMU & KASHMIR,1942,SEP,9,80.3
JAMMU & KASHMIR,1942,OCT,10,21.7
JAMMU & KASHMIR,1942,NOV,11,9.8
JAMMU & KASHMIR,1942,DEC,12,80.2
JAMMU & KASHMIR,1943,JAN,1,245.5
JAMMU & KASHMIR,1943,FEB,2,37.5
JAMMU & KASHMIR,1943,MAR,3,145.0
JAMMU & KASHMIR,1943,APR,4,94.9
JAMMU & KASHMIR,1943,MAY,5,124.8
JAMMU & KASHMIR,1943,JUN,6,27.6
JAMMU & KASHMIR,1943,JUL,7,135.1
JAMMU & KASHMIR,1943,AUG,8,228.8
JAMMU & KASHMIR,1943,SEP,9,94.0
JAMMU & KASHMIR,1943,OCT,10,1.1
JAMMU & KASHMIR,1943,NOV,11,3.6
JAMMU & KASHMIR,1943,DEC,12,29.8
JAMMU & KASHMIR,1944,JAN,1,114.9
JAMMU & KASHMIR,1944,FEB,2,142.5
JAMMU & KASHMIR,1944,MAR,3,98.8
JAMMU & KASHMIR,1944,APR,4,72.5
JAMMU & KASHMIR,1944,MAY,5,26.4
JAMMU & KASHMIR,1944,JUN,6,37.2
JAMMU & KASHMIR,1944,JUL,7,193.9
JAMMU & KASHMIR,1944,AUG,8,183.2
JAMMU & KASHMIR,1944,SEP,9,51.1
JAMMU & KASHMIR,1944,OCT,10,18.4
JAMMU & KASHMIR,1944,NOV,11,37.8
JAMMU & KASHMIR,1944,DEC,12,74.2
JAMMU & KASHMIR,1945,JAN,1,131.7
JAMMU & KASHMIR,1945,FEB,2,23.0
JAMMU & KASHMIR,1945,MAR,3,138.2
JAMMU & KASHMIR,1945,APR,4,101.8
JAMMU & KASHMIR,1945,MAY,5,37.8
JAMMU & KASHMIR,1945,JUN,6,49.8
JAMMU & KASHMIR,1945,JUL,7,129.7
JAMMU & KASHMIR,1945,AUG,8,104.1
JAMMU & KASHMIR,1945,SEP,9,94.3
JAMMU & KASHMIR,1945,OCT,10,26.1
JAMMU & KASHMIR,1945,NOV,11,9.5
JAMMU & KASHMIR,1945,DEC,12,10.3
JAMMU & KASHMIR,1946,JAN,1,36.6
JAMMU & KASHMIR,1946,FEB,2,89.7
JAMMU & KASHMIR,1946,MAR,3,87.1
JAMMU & KASHMIR,1946,APR,4,26.0
JAMMU & KASHMIR,1946,MAY,5,32.4
JAMMU & KASHMIR,1946,JUN,6,82.6
JAMMU & KASHMIR,1946,JUL,7,159.0
JAMMU & KASHMIR,1946,AUG,8,173.8
JAMMU & KASHMIR,1946,SEP,9,16.3
JAMMU & KASHMIR,1946,OCT,10,43.5
JAMMU & KASHMIR,1946,NOV,11,70.8
JAMMU & KASHMIR,1946,DEC,12,104.5
JAMMU & KASHMIR,1947,JAN,1,64.7
JAMMU & KASHMIR,1947,FEB,2,81.9
JAMMU & KASHMIR,1947,MAR,3,68.3
JAMMU & KASHMIR,1947,APR,4,5.7
JAMMU & KASHMIR,1947,MAY,5,61.3
JAMMU & KASHMIR,1947,JUN,6,39.2
JAMMU & KASHMIR,1947,JUL,7,130.0
JAMMU & KASHMIR,1947,AUG,8,182.0
JAMMU & KASHMIR,1947,SEP,9,177.9
JAMMU & KASHMIR,1947,OCT,10,14.6
JAMMU & KASHMIR,1947,NOV,11,8.9
JAMMU & KASHMIR,1947,DEC,12,79.4
JAMMU & KASHMIR,1948,JAN,1,47.9
JAMMU & KASHMIR,1948,FEB,2,133.7
JAMMU & KASHMIR,1948,MAR,3,261.1
JAMMU & KASHMIR,1948,APR,4,43.4
JAMMU & KASHMIR,1948,MAY,5,21.4
JAMMU & KASHMIR,1948,JUN,6,66.9
JAMMU & KASHMIR,1948,JUL,7,278.3
JAMMU & KASHMIR,1948,AUG,8,182.0
JAMMU & KASHMIR,1948,SEP,9,60.6
JAMMU & KASHMIR,1948,OCT,10,6.2
JAMMU & KASHMIR,1948,NOV,11,5.5
JAMMU & KASHMIR,1948,DEC,12,76.1
JAMMU & KASHMIR,1949,JAN,1,101.3
JAMMU & KASHMIR,1949,FEB,2,194.0
JAMMU & KASHMIR,1949,MAR,3,127.7
JAMMU & KASHMIR,1949,APR,4,59.1
JAMMU & KASHMIR,1949,MAY,5,54.9
JAMMU & KASHMIR,1949,JUN,6,69.2
JAMMU & KASHMIR,1949,JUL,7,144.6
JAMMU & KASHMIR,1949,AUG,8,85.1
JAMMU & KASHMIR,1949,SEP,9,38.6
JAMMU & KASHMIR,1949,OCT,10,24.0
JAMMU & KASHMIR,1949,NOV,11,11.0
JAMMU & KASHMIR,1949,DEC,12,37.5
JAMMU & KASHMIR,1950,JAN,1,367.8
JAMMU & KASHMIR,1950,FEB,2,96.1
JAMMU & KASHMIR,1950,MAR,3,115.4
JAMMU & KASHMIR,1950,APR,4,119.3
JAMMU & KASHMIR,1950,MAY,5,55.5
JAMMU & KASHMIR,1950,JUN,6,20.9
JAMMU & KASHMIR,1950,JUL,7,182.2
JAMMU & KASHMIR,1950,AUG,8,175.6
JAMMU & KASHMIR,1950,SEP,9,371.1
JAMMU & KASHMIR,1950,OCT,10,12.8
JAMMU & KASHMIR,1950,NOV,11,0.7
JAMMU & KASHMIR,1950,DEC,12,5.7
JAMMU & KASHMIR,1951,JAN,1,107.3
JAMMU & KASHMIR,1951,FEB,2,99.3
JAMMU & KASHMIR,1951,MAR,3,120.6
JAMMU & KASHMIR,1951,APR,4,90.1
JAMMU & KASHMIR,1951,MAY,5,94.6
JAMMU & KASHMIR,1951,JUN,6,64.8
JAMMU & KASHMIR,1951,JUL,7,116.9
JAMMU & KASHMIR,1951,AUG,8,160.6
JAMMU & KASHMIR,1951,SEP,9,27.4
JAMMU & KASHMIR,1951,OCT,10,23.0
JAMMU & KASHMIR,1951,NOV,11,25.4
JAMMU & KASHMIR,1951,DEC,12,32.8
JAMMU & KASHMIR,1952,JAN,1,88.2
JAMMU & KASHMIR,1952,FEB,2,94.1
JAMMU & KASHMIR,1952,MAR,3,199.5
JAMMU & KASHMIR,1952,APR,4,42.7
JAMMU & KASHMIR,1952,MAY,5,62.8
JAMMU & KASHMIR,1952,JUN,6,77.4
JAMMU & KASHMIR,1952,JUL,7,175.9
JAMMU & KASHMIR,1952,AUG,8,216.9
JAMMU & KASHMIR,1952,SEP,9,19.4
JAMMU & KASHMIR,1952,OCT,10,1.4
JAMMU & KASHMIR,1952,NOV,11,16.0
JAMMU & KASHMIR,1952,DEC,12,75.2
JAMMU & KASHMIR,1953,JAN,1,135.5
JAMMU & KASHMIR,1953,FEB,2,46.6
JAMMU & KASHMIR,1953,MAR,3,98.6
JAMMU & KASHMIR,1953,APR,4,97.2
JAMMU & KASHMIR,1953,MAY,5,29.6
JAMMU & KASHMIR,1953,JUN,6,75.4
JAMMU & KASHMIR,1953,JUL,7,248.7
JAMMU & KASHMIR,1953,AUG,8,257.5
JAMMU & KASHMIR,1953,SEP,9,117.5
JAMMU & KASHMIR,1953,OCT,10,51.3
JAMMU & KASHMIR,1953,NOV,11,16.0
JAMMU & KASHMIR,1953,DEC,12,55.8
JAMMU & KASHMIR,1954,JAN,1,308.4
JAMMU & KASHMIR,1954,FEB,2,250.6
JAMMU & KASHMIR,1954,MAR,3,60.7
JAMMU & KASHMIR,1954,APR,4,16.2
JAMMU & KASHMIR,1954,MAY,5,73.7
JAMMU & KASHMIR,1954,JUN,6,26.1
JAMMU & KASHMIR,1954,JUL,7,96.1
JAMMU & KASHMIR,1954,AUG,8,123.2
JAMMU & KASHMIR,1954,SEP,9,286.0
JAMMU & KASHMIR,1954,OCT,10,38.1
JAMMU & KASHMIR,1954,NOV,11,15.9
JAMMU & KASHMIR,1954,DEC,12,12.3
JAMMU & KASHMIR,1955,JAN,1,47.9
JAMMU & KASHMIR,1955,FEB,2,14.9
JAMMU & KASHMIR,1955,MAR,3,124.4
JAMMU & KASHMIR,1955,APR,4,64.4
JAMMU & KASHMIR,1955,MAY,5,113.5
JAMMU & KASHMIR,1955,JUN,6,20.8
JAMMU & KASHMIR,1955,JUL,7,160.0
JAMMU & KASHMIR,1955,AUG,8,329.4
JAMMU & KASHMIR,1955,SEP,9,89.2
JAMMU & KASHMIR,1955,OCT,10,170.6
JAMMU & KASHMIR,1955,NOV,11,0.0
JAMMU & KASHMIR,1955,DEC,12,21.4
JAMMU & KASHMIR,1956,JAN,1,136.4
JAMMU & KASHMIR,1956,FEB,2,63.9
JAMMU & KASHMIR,1956,MAR,3,180.9
JAMMU & KASHMIR,1956,APR,4,115.1
JAMMU & KASHMIR,1956,MAY,5,18.5
JAMMU & KASHMIR,1956,JUN,6,113.0
JAMMU & KASHMIR,1956,JUL,7,356.8
JAMMU & KASHMIR,1956,AUG,8,292.5
JAMMU & KASHMIR,1956,SEP,9,49.3
JAMMU & KASHMIR,1956,OCT,10,134.0
JAMMU & KASHMIR,1956,NOV,11,2.5
JAMMU & KASHMIR,1956,DEC,12,57.8
JAMMU & KASHMIR,1957,JAN,1,184.1
JAMMU & KASHMIR,1957,FEB,2,144.7
JAMMU & KASHMIR,1957,MAR,3,110.9
JAMMU & KASHMIR,1957,APR,4,222.7
JAMMU & KASHMIR,1957,MAY,5,144.4
JAMMU & KASHMIR,1957,JUN,6,73.5
JAMMU & KASHMIR,1957,JUL,7,143.8
JAMMU & KASHMIR,1957,AUG,8,203.2
JAMMU & KASHMIR,1957,SEP,9,29.9
JAMMU & KASHMIR,1957,OCT,10,113.6
JAMMU & KASHMIR,1957,NOV,11,86.9
JAMMU & KASHMIR,1957,DEC,12,62.6
JAMMU & KASHMIR,1958,JAN,1,38.7
JAMMU & KASHMIR,1958,FEB,2,85.8
JAMMU & KASHMIR,1958,MAR,3,116.0
JAMMU & KASHMIR,1958,APR,4,101.0
JAMMU & KASHMIR,1958,MAY,5,91.6
JAMMU & KASHMIR,1958,JUN,6,34.5
JAMMU & KASHMIR,1958,JUL,7,253.5
JAMMU & KASHMIR,1958,AUG,8,265.1
JAMMU & KASHMIR,1958,SEP,9,229.3
JAMMU & KASHMIR,1958,OCT,10,25.3
JAMMU & KASHMIR,1958,NOV,11,16.3
JAMMU & KASHMIR,1958,DEC,12,93.3
JAMMU & KASHMIR,1959,JAN,1,113.5
JAMMU & KASHMIR,1959,FEB,2,120.8
JAMMU & KASHMIR,1959,MAR,3,114.6
JAMMU & KASHMIR,1959,APR,4,33.3
JAMMU & KASHMIR,1959,MAY,5,57.4
JAMMU & KASHMIR,1959,JUN,6,19.8
JAMMU & KASHMIR,1959,JUL,7,454.6
JAMMU & KASHMIR,1959,AUG,8,243.7
JAMMU & KASHMIR,1959,SEP,9,243.0
JAMMU & KASHMIR,1959,OCT,10,47.3
JAMMU & KASHMIR,1959,NOV,11,85.2
JAMMU & KASHMIR,1959,DEC,12,17.0
JAMMU & KASHMIR,1960,JAN,1,48.2
JAMMU & KASHMIR,1960,FEB,2,9.9
JAMMU & KASHMIR,1960,MAR,3,144.7
JAMMU & KASHMIR,1960,APR,4,47.0
JAMMU & KASHMIR,1960,MAY,5,29.3
JAMMU & KASHMIR,1960,JUN,6,23.3
JAMMU & KASHMIR,1960,JUL,7,202.3
JAMMU & KASHMIR,1960,AUG,8,183.3
JAMMU & KASHMIR,1960,SEP,9,34.2
JAMMU & KASHMIR,1960,OCT,10,1.1
JAMMU & KASHMIR,1960,NOV,11,4.1
JAMMU & KASHMIR,1960,DEC,12,39.0
JAMMU & KASHMIR,1961,JAN,1,103.3
JAMMU & KASHMIR,1961,FEB,2,57.9
JAMMU & KASHMIR,1961,MAR,3,54.5
JAMMU & KASHMIR,1961,APR,4,107.5
JAMMU & KASHMIR,1961,MAY,5,55.1
JAMMU & KASHMIR,1961,JUN,6,107.3
JAMMU & KASHMIR,1961,JUL,7,199.6
JAMMU & KASHMIR,1961,AUG,8,217.4
JAMMU & KASHMIR,1961,SEP,9,118.3
JAMMU & KASHMIR,1961,OCT,10,28.8
JAMMU & KASHMIR,1961,NOV,11,53.2
JAMMU & KASHMIR,1961,DEC,12,35.0
JAMMU & KASHMIR,1962,JAN,1,20.5
JAMMU & KASHMIR,1962,FEB,2,97.0
JAMMU & KASHMIR,1962,MAR,3,51.0
JAMMU & KASHMIR,1962,APR,4,117.5
JAMMU & KASHMIR,1962,MAY,5,34.0
JAMMU & KASHMIR,1962,JUN,6,41.1
JAMMU & KASHMIR,1962,JUL,7,132.7
JAMMU & KASHMIR,1962,AUG,8,137.1
JAMMU & KASHMIR,1962,SEP,9,171.3
JAMMU & KASHMIR,1962,OCT,10,11.9
JAMMU & KASHMIR,1962,NOV,11,52.7
JAMMU & KASHMIR,1962,DEC,12,63.5
JAMMU & KASHMIR,1963,JAN,1,0.0
JAMMU & KASHMIR,1963,FEB,2,36.4
JAMMU & KASHMIR,1963,MAR,3,251.8
JAMMU & KASHMIR,1963,APR,4,188.9
JAMMU & KASHMIR,1963,MAY,5,82.4
JAMMU & KASHMIR,1963,JUN,6,24.8
JAMMU & KASHMIR,1963,JUL,7,68.4
JAMMU & KASHMIR,1963,AUG,8,67.0
JAMMU & KASHMIR,1963,SEP,9,32.9
JAMMU & KASHMIR,1963,OCT,10,12.8
JAMMU & KASHMIR,1963,NOV,11,83.5
JAMMU & KASHMIR,1963,DEC,12,60.2
JAMMU & KASHMIR,1964,JAN,1,126.2
JAMMU & KASHMIR,1964,FEB,2,60.7
JAMMU & KASHMIR,1964,MAR,3,96.0
JAMMU & KASHMIR,1964,APR,4,134.6
JAMMU & KASHMIR,1964,MAY,5,41.3
JAMMU & KASHMIR,1964,JUN,6,92.7
JAMMU & KASHMIR,1964,JUL,7,167.4
JAMMU & KASHMIR,1964,AUG,8,99.4
JAMMU & KASHMIR,1964,SEP,9,64.0
JAMMU & KASHMIR,1964,OCT,10,1.3
JAMMU & KASHMIR,1964,NOV,11,4.6
JAMMU & KASHMIR,1964,DEC,12,58.0
JAMMU & KASHMIR,1965,JAN,1,62.2
JAMMU & KASHMIR,1965,FEB,2,138.1
JAMMU & KASHMIR,1965,MAR,3,99.9
JAMMU & KASHMIR,1965,APR,4,179.8
JAMMU & KASHMIR,1965,MAY,5,153.4
JAMMU & KASHMIR,1965,JUN,6,32.4
JAMMU & KASHMIR,1965,JUL,7,83.9
JAMMU & KASHMIR,1965,AUG,8,62.0
JAMMU & KASHMIR,1965,SEP,9,16.4
JAMMU & KASHMIR,1965,OCT,10,26.2
JAMMU & KASHMIR,1965,NOV,11,33.0
JAMMU & KASHMIR,1965,DEC,12,25.2
JAMMU & KASHMIR,1966,JAN,1,1.5
JAMMU & KASHMIR,1966,FEB,2,199.3
JAMMU & KASHMIR,1966,MAR,3,155.2
JAMMU & KASHMIR,1966,APR,4,148.5
JAMMU & KASHMIR,1966,MAY,5,114.0
JAMMU & KASHMIR,1966,JUN,6,59.9
JAMMU & KASHMIR,1966,JUL,7,169.7
JAMMU & KASHMIR,1966,AUG,8,203.9
JAMMU & KASHMIR,1966,SEP,9,217.4
JAMMU & KASHMIR,1966,OCT,10,83.6
JAMMU & KASHMIR,1966,NOV,11,3.5
JAMMU & KASHMIR,1966,DEC,12,22.4
JAMMU & KASHMIR,1967,JAN,1,17.5
JAMMU & KASHMIR,1967,FEB,2,114.0
JAMMU & KASHMIR,1967,MAR,3,156.9
JAMMU & KASHMIR,1967,APR,4,88.1
JAMMU & KASHMIR,1967,MAY,5,54.5
JAMMU & KASHMIR,1967,JUN,6,52.0
JAMMU & KASHMIR,1967,JUL,7,137.9
JAMMU & KASHMIR,1967,AUG,8,160.6
JAMMU & KASHMIR,1967,SEP,9,115.9
JAMMU & KASHMIR,1967,OCT,10,47.1
JAMMU & KASHMIR,1967,NOV,11,15.7
JAMMU & KASHMIR,1967,DEC,12,131.2
JAMMU & KASHMIR,1968,JAN,1,117.2
JAMMU & KASHMIR,1968,FEB,2,72.4
JAMMU & KASHMIR,1968,MAR,3,85.2
JAMMU & KASHMIR,1968,APR,4,63.0
JAMMU & KASHMIR,1968,MAY,5,58.6
JAMMU & KASHMIR,1968,JUN,6,52.1
JAMMU & KASHMIR,1968,JUL,7,259.3
JAMMU & KASHMIR,1968,AUG,8,183.2
JAMMU & KASHMIR,1968,SEP,9,20.9
JAMMU & KASHMIR,1968,OCT,10,65.6
JAMMU & KASHMIR,1968,NOV,11,29.8
JAMMU & KASHMIR,1968,DEC,12,58.2
JAMMU & KASHMIR,1969,JAN,1,81.2
JAMMU & KASHMIR,1969,FEB,2,139.7
JAMMU & KASHMIR,1969,MAR,3,112.1
JAMMU & KASHMIR,1969,APR,4,174.1
JAMMU & KASHMIR,1969,MAY,5,107.7
JAMMU & KASHMIR,1969,JUN,6,33.3
JAMMU & KASHMIR,1969,JUL,7,156.6
JAMMU & KASHMIR,1969,AUG,8,176.4
JAMMU & KASHMIR,1969,SEP,9,45.0
JAMMU & KASHMIR,1969,OCT,10,62.8
JAMMU & KASHMIR,1969,NOV,11,5.6
JAMMU & KASHMIR,1969,DEC,12,1.1
JAMMU & KASHMIR,1970,JAN,1,51.7
JAMMU & KASHMIR,1970,FEB,2,44.5
JAMMU & KASHMIR,1970,MAR,3,94.1
JAMMU & KASHMIR,1970,APR,4,36.0
JAMMU & KASHMIR,1970,MAY,5,37.5
JAMMU & KASHMIR,1970,JUN,6,79.5
JAMMU & KASHMIR,1970,JUL,7,67.2
JAMMU & KASHMIR,1970,AUG,8,99.8
JAMMU & KASHMIR,1970,SEP,9,84.4
JAMMU & KASHMIR,1970,OCT,10,57.3
JAMMU & KASHMIR,1970,NOV,11,0.0
JAMMU & KASHMIR,1970,DEC,12,4.9
JAMMU & KASHMIR,1971,JAN,1,28.1
JAMMU & KASHMIR,1971,FEB,2,112.0
JAMMU & KASHMIR,1971,MAR,3,10.4
JAMMU & KASHMIR,1971,APR,4,111.0
JAMMU & KASHMIR,1971,MAY,5,34.5
JAMMU & KASHMIR,1971,JUN,6,93.2
JAMMU & KASHMIR,1971,JUL,7,117.6
JAMMU & KASHMIR,1971,AUG,8,192.7
JAMMU & KASHMIR,1971,SEP,9,13.5
JAMMU & KASHMIR,1971,OCT,10,3.6
JAMMU & KASHMIR,1971,NOV,11,27.1
JAMMU & KASHMIR,1971,DEC,12,20.8
JAMMU & KASHMIR,1972,JAN,1,70.2
JAMMU & KASHMIR,1972,FEB,2,128.5
JAMMU & KASHMIR,1972,MAR,3,169.3
JAMMU & KASHMIR,1972,APR,4,119.5
JAMMU & KASHMIR,1972,MAY,5,84.1
