STATE,YEAR,MONTH,MONTH_NUM,RAINFALL
ANDAMAN & NICOBAR ISLANDS,1901,JAN,1,49.2
ANDAMAN & NICOBAR ISLANDS,1901,FEB,2,87.1
ANDAMAN & NICOBAR ISLANDS,1901,MAR,3,29.2
ANDAMAN & NICOBAR ISLANDS,1901,APR,4,2.3
ANDAMAN & NICOBAR ISLANDS,1901,MAY,5,528.8
ANDAMAN & NICOBAR ISLANDS,1901,JUN,6,517.5
ANDAMAN & NICOBAR ISLANDS,1901,JUL,7,365.1
ANDAMAN & NICOBAR ISLANDS,1901,AUG,8,481.1
ANDAMAN & NICOBAR ISLANDS,1901,SEP,9,332.6
ANDAMAN & NICOBAR ISLANDS,1901,OCT,10,388.5
ANDAMAN & NICOBAR ISLANDS,1901,NOV,11,558.2
ANDAMAN & NICOBAR ISLANDS,1901,DEC,12,33.6
ANDAMAN & NICOBAR ISLANDS,1902,JAN,1,0.0
ANDAMAN & NICOBAR ISLANDS,1902,FEB,2,159.8
ANDAMAN & NICOBAR ISLANDS,1902,MAR,3,12.2
ANDAMAN & NICOBAR ISLANDS,1902,APR,4,0.0
ANDAMAN & NICOBAR ISLANDS,1902,MAY,5,446.1
ANDAMAN & NICOBAR ISLANDS,1902,JUN,6,537.1
ANDAMAN & NICOBAR ISLANDS,1902,JUL,7,228.9
ANDAMAN & NICOBAR ISLANDS,1902,AUG,8,753.7
ANDAMAN & NICOBAR ISLANDS,1902,SEP,9,666.2
ANDAMAN & NICOBAR ISLANDS,1902,OCT,10,197.2
ANDAMAN & NICOBAR ISLANDS,1902,NOV,11,359.0
ANDAMAN & NICOBAR ISLANDS,1902,DEC,12,160.5
ANDAMAN & NICOBAR ISLANDS,1903,JAN,1,12.7
ANDAMAN & NICOBAR ISLANDS,1903,FEB,2,144.0
ANDAMAN & NICOBAR ISLANDS,1903,MAR,3,0.0
ANDAMAN & NICOBAR ISLANDS,1903,APR,4,1.0
ANDAMAN & NICOBAR ISLANDS,1903,MAY,5,235.1
ANDAMAN & NICOBAR ISLANDS,1903,JUN,6,479.9
ANDAMAN & NICOBAR ISLANDS,1903,JUL,7,728.4
ANDAMAN & NICOBAR ISLANDS,1903,AUG,8,326.7
ANDAMAN & NICOBAR ISLANDS,1903,SEP,9,339.0
ANDAMAN & NICOBAR ISLANDS,1903,OCT,10,181.2
ANDAMAN & NICOBAR ISLANDS,1903,NOV,11,284.4
ANDAMAN & NICOBAR ISLANDS,1903,DEC,12,225.0
ANDAMAN & NICOBAR ISLANDS,1904,JAN,1,9.4
ANDAMAN & NICOBAR ISLANDS,1904,FEB,2,14.7
ANDAMAN & NICOBAR ISLANDS,1904,MAR,3,0.0
ANDAMAN & NICOBAR ISLANDS,1904,APR,4,202.4
ANDAMAN & NICOBAR ISLANDS,1904,MAY,5,304.5
ANDAMAN & NICOBAR ISLANDS,1904,JUN,6,495.1
ANDAMAN & NICOBAR ISLANDS,1904,JUL,7,502.0
ANDAMAN & NICOBAR ISLANDS,1904,AUG,8,160.1
ANDAMAN & NICOBAR ISLANDS,1904,SEP,9,820.4
ANDAMAN & NICOBAR ISLANDS,1904,OCT,10,222.2
ANDAMAN & NICOBAR ISLANDS,1904,NOV,11,308.7
ANDAMAN & NICOBAR ISLANDS,1904,DEC,12,40.1
ANDAMAN & NICOBAR ISLANDS,1905,JAN,1,1.3
ANDAMAN & NICOBAR ISLANDS,1905,FEB,2,0.0
ANDAMAN & NICOBAR ISLANDS,1905,MAR,3,3.3
ANDAMAN & NICOBAR ISLANDS,1905,APR,4,26.9
ANDAMAN & NICOBAR ISLANDS,1905,MAY,5,279.5
ANDAMAN & NICOBAR ISLANDS,1905,JUN,6,628.7
ANDAMAN & NICOBAR ISLANDS,1905,JUL,7,368.7
ANDAMAN & NICOBAR ISLANDS,1905,AUG,8,330.5
ANDAMAN & NICOBAR ISLANDS,1905,SEP,9,297.0
ANDAMAN & NICOBAR ISLANDS,1905,OCT,10,260.7
ANDAMAN & NICOBAR ISLANDS,1905,NOV,11,25.4
ANDAMAN & NICOBAR ISLANDS,1905,DEC,12,344.7
ANDAMAN & NICOBAR ISLANDS,1906,JAN,1,36.6
ANDAMAN & NICOBAR ISLANDS,1906,FEB,2,0.0
ANDAMAN & NICOBAR ISLANDS,1906,MAR,3,0.0
ANDAMAN & NICOBAR ISLANDS,1906,APR,4,0.0
ANDAMAN & NICOBAR ISLANDS,1906,MAY,5,556.1
ANDAMAN & NICOBAR ISLANDS,1906,JUN,6,733.3
ANDAMAN & NICOBAR ISLANDS,1906,JUL,7,247.7
ANDAMAN & NICOBAR ISLANDS,1906,AUG,8,320.5
ANDAMAN & NICOBAR ISLANDS,1906,SEP,9,164.3
ANDAMAN & NICOBAR ISLANDS,1906,OCT,10,267.8
ANDAMAN & NICOBAR ISLANDS,1906,NOV,11,128.9
ANDAMAN & NICOBAR ISLANDS,1906,DEC,12,79.2
ANDAMAN & NICOBAR ISLANDS,1907,JAN,1,110.7
ANDAMAN & NICOBAR ISLANDS,1907,FEB,2,0.0
ANDAMAN & NICOBAR ISLANDS,1907,MAR,3,113.3
ANDAMAN & NICOBAR ISLANDS,1907,APR,4,21.6
ANDAMAN & NICOBAR ISLANDS,1907,MAY,5,616.3
ANDAMAN & NICOBAR ISLANDS,1907,JUN,6,305.2
ANDAMAN & NICOBAR ISLANDS,1907,JUL,7,443.9
ANDAMAN & NICOBAR ISLANDS,1907,AUG,8,377.6
ANDAMAN & NICOBAR ISLANDS,1907,SEP,9,200.4
ANDAMAN & NICOBAR ISLANDS,1907,OCT,10,264.4
ANDAMAN & NICOBAR ISLANDS,1907,NOV,11,648.9
ANDAMAN & NICOBAR ISLANDS,1907,DEC,12,245.6
ANDAMAN & NICOBAR ISLANDS,1908,JAN,1,20.9
ANDAMAN & NICOBAR ISLANDS,1908,FEB,2,85.1
ANDAMAN & NICOBAR ISLANDS,1908,MAR,3,0.0
ANDAMAN & NICOBAR ISLANDS,1908,APR,4,29.0
ANDAMAN & NICOBAR ISLANDS,1908,MAY,5,562.0
ANDAMAN & NICOBAR ISLANDS,1908,JUN,6,693.6
ANDAMAN & NICOBAR ISLANDS,1908,JUL,7,481.4
ANDAMAN & NICOBAR ISLANDS,1908,AUG,8,699.9
ANDAMAN & NICOBAR ISLANDS,1908,SEP,9,428.8
ANDAMAN & NICOBAR ISLANDS,1908,OCT,10,170.7
ANDAMAN & NICOBAR ISLANDS,1908,NOV,11,208.1
ANDAMAN & NICOBAR ISLANDS,1908,DEC,12,196.9
ANDAMAN & NICOBAR ISLANDS,1910,JAN,1,26.6
ANDAMAN & NICOBAR ISLANDS,1910,FEB,2,22.7
ANDAMAN & NICOBAR ISLANDS,1910,MAR,3,206.3
ANDAMAN & NICOBAR ISLANDS,1910,APR,4,89.3
ANDAMAN & NICOBAR ISLANDS,1910,MAY,5,224.5
ANDAMAN & NICOBAR ISLANDS,1910,JUN,6,472.7
ANDAMAN & NICOBAR ISLANDS,1910,JUL,7,264.3
ANDAMAN & NICOBAR ISLANDS,1910,AUG,8,337.4
ANDAMAN & NICOBAR ISLANDS,1910,SEP,9,626.6
ANDAMAN & NICOBAR ISLANDS,1910,OCT,10,208.2
ANDAMAN & NICOBAR ISLANDS,1910,NOV,11,267.3
ANDAMAN & NICOBAR ISLANDS,1910,DEC,12,153.5
ANDAMAN & NICOBAR ISLANDS,1911,JAN,1,0.0
ANDAMAN & NICOBAR ISLANDS,1911,FEB,2,8.4
ANDAMAN & NICOBAR ISLANDS,1911,MAR,3,0.0
ANDAMAN & NICOBAR ISLANDS,1911,APR,4,122.5
ANDAMAN & NICOBAR ISLANDS,1911,MAY,5,327.3
ANDAMAN & NICOBAR ISLANDS,1911,JUN,6,649.0
ANDAMAN & NICOBAR ISLANDS,1911,JUL,7,253.0
ANDAMAN & NICOBAR ISLANDS,1911,AUG,8,187.1
ANDAMAN & NICOBAR ISLANDS,1911,SEP,9,464.5
ANDAMAN & NICOBAR ISLANDS,1911,OCT,10,333.8
ANDAMAN & NICOBAR ISLANDS,1911,NOV,11,94.5
ANDAMAN & NICOBAR ISLANDS,1911,DEC,12,247.1
ANDAMAN & NICOBAR ISLANDS,1912,JAN,1,583.7
ANDAMAN & NICOBAR ISLANDS,1912,FEB,2,0.8
ANDAMAN & NICOBAR ISLANDS,1912,MAR,3,0.0
ANDAMAN & NICOBAR ISLANDS,1912,APR,4,21.9
ANDAMAN & NICOBAR ISLANDS,1912,MAY,5,140.7
ANDAMAN & NICOBAR ISLANDS,1912,JUN,6,549.8
ANDAMAN & NICOBAR ISLANDS,1912,JUL,7,468.9
ANDAMAN & NICOBAR ISLANDS,1912,AUG,8,370.3
ANDAMAN & NICOBAR ISLANDS,1912,SEP,9,386.2
ANDAMAN & NICOBAR ISLANDS,1912,OCT,10,318.7
ANDAMAN & NICOBAR ISLANDS,1912,NOV,11,117.2
ANDAMAN & NICOBAR ISLANDS,1912,DEC,12,2.3
ANDAMAN & NICOBAR ISLANDS,1913,JAN,1,84.8
ANDAMAN & NICOBAR ISLANDS,1913,FEB,2,0.5
ANDAMAN & NICOBAR ISLANDS,1913,MAR,3,1.3
ANDAMAN & NICOBAR ISLANDS,1913,APR,4,2.5
ANDAMAN & NICOBAR ISLANDS,1913,MAY,5,190.7
ANDAMAN & NICOBAR ISLANDS,1913,JUN,6,530.0
ANDAMAN & NICOBAR ISLANDS,1913,JUL,7,280.8
ANDAMAN & NICOBAR ISLANDS,1913,AUG,8,205.8
ANDAMAN & NICOBAR ISLANDS,1913,SEP,9,580.1
ANDAMAN & NICOBAR ISLANDS,1913,OCT,10,288.8
ANDAMAN & NICOBAR ISLANDS,1913,NOV,11,133.0
ANDAMAN & NICOBAR ISLANDS,1913,DEC,12,67.5
ANDAMAN & NICOBAR ISLANDS,1914,JAN,1,0.0
ANDAMAN & NICOBAR ISLANDS,1914,FEB,2,0.0
ANDAMAN & NICOBAR ISLANDS,1914,MAR,3,0.0
ANDAMAN & NICOBAR ISLANDS,1914,APR,4,37.7
ANDAMAN & NICOBAR ISLANDS,1914,MAY,5,298.8
ANDAMAN & NICOBAR ISLANDS,1914,JUN,6,383.3
ANDAMAN & NICOBAR ISLANDS,1914,JUL,7,792.8
ANDAMAN & NICOBAR ISLANDS,1914,AUG,8,520.5
ANDAMAN & NICOBAR ISLANDS,1914,SEP,9,310.8
ANDAMAN & NICOBAR ISLANDS,1914,OCT,10,139.8
ANDAMAN & NICOBAR ISLANDS,1914,NOV,11,184.4
ANDAMAN & NICOBAR ISLANDS,1914,DEC,12,289.7
ANDAMAN & NICOBAR ISLANDS,1915,JAN,1,45.0
ANDAMAN & NICOBAR ISLANDS,1915,FEB,2,56.7
ANDAMAN & NICOBAR ISLANDS,1915,MAR,3,33.3
ANDAMAN & NICOBAR ISLANDS,1915,APR,4,40.9
ANDAMAN & NICOBAR ISLANDS,1915,MAY,5,170.2
ANDAMAN & NICOBAR ISLANDS,1915,JUN,6,334.7
ANDAMAN & NICOBAR ISLANDS,1915,JUL,7,269.0
ANDAMAN & NICOBAR ISLANDS,1915,AUG,8,317.2
ANDAMAN & NICOBAR ISLANDS,1915,SEP,9,429.8
ANDAMAN & NICOBAR ISLANDS,1915,OCT,10,468.1
ANDAMAN & NICOBAR ISLANDS,1915,NOV,11,258.4
ANDAMAN & NICOBAR ISLANDS,1915,DEC,12,318.0
ANDAMAN & NICOBAR ISLANDS,1916,JAN,1,0.0
ANDAMAN & NICOBAR ISLANDS,1916,FEB,2,0.0
ANDAMAN & NICOBAR ISLANDS,1916,MAR,3,0.0
ANDAMAN & NICOBAR ISLANDS,1916,APR,4,0.5
ANDAMAN & NICOBAR ISLANDS,1916,MAY,5,487.4
ANDAMAN & NICOBAR ISLANDS,1916,JUN,6,450.1
ANDAMAN & NICOBAR ISLANDS,1916,JUL,7,317.3
ANDAMAN & NICOBAR ISLANDS,1916,AUG,8,425.0
ANDAMAN & NICOBAR ISLANDS,1916,SEP,9,561.2
ANDAMAN & NICOBAR ISLANDS,1916,OCT,10,369.7
ANDAMAN & NICOBAR ISLANDS,1916,NOV,11,192.6
ANDAMAN & NICOBAR ISLANDS,1916,DEC,12,133.7
ANDAMAN & NICOBAR ISLANDS,1917,JAN,1,8.0
ANDAMAN & NICOBAR ISLANDS,1917,FEB,2,3.6
ANDAMAN & NICOBAR ISLANDS,1917,MAR,3,112.0
ANDAMAN & NICOBAR ISLANDS,1917,APR,4,4.5
ANDAMAN & NICOBAR ISLANDS,1917,MAY,5,295.9
ANDAMAN & NICOBAR ISLANDS,1917,JUN,6,301.1
ANDAMAN & NICOBAR ISLANDS,1917,JUL,7,394.8
ANDAMAN & NICOBAR ISLANDS,1917,AUG,8,437.4
ANDAMAN & NICOBAR ISLANDS,1917,SEP,9,471.8
ANDAMAN & NICOBAR ISLANDS,1917,OCT,10,238.1
ANDAMAN & NICOBAR ISLANDS,1917,NOV,11,108.3
ANDAMAN & NICOBAR ISLANDS,1917,DEC,12,236.9
ANDAMAN & NICOBAR ISLANDS,1918,JAN,1,77.4
ANDAMAN & NICOBAR ISLANDS,1918,FEB,2,6.9
ANDAMAN & NICOBAR ISLANDS,1918,MAR,3,11.4
ANDAMAN & NICOBAR ISLANDS,1918,APR,4,10.7
ANDAMAN & NICOBAR ISLANDS,1918,MAY,5,729.3
ANDAMAN & NICOBAR ISLANDS,1918,JUN,6,710.8
ANDAMAN & NICOBAR ISLANDS,1918,JUL,7,200.9
ANDAMAN & NICOBAR ISLANDS,1918,AUG,8,455.4
ANDAMAN & NICOBAR ISLANDS,1918,SEP,9,303.3
ANDAMAN & NICOBAR ISLANDS,1918,OCT,10,227.0
ANDAMAN & NICOBAR ISLANDS,1918,NOV,11,366.9
ANDAMAN & NICOBAR ISLANDS,1918,DEC,12,175.0
ANDAMAN & NICOBAR ISLANDS,1919,JAN,1,10.2
ANDAMAN & NICOBAR ISLANDS,1919,FEB,2,18.0
ANDAMAN & NICOBAR ISLANDS,1919,MAR,3,0.0
ANDAMAN & NICOBAR ISLANDS,1919,APR,4,35.5
ANDAMAN & NICOBAR ISLANDS,1919,MAY,5,283.9
ANDAMAN & NICOBAR ISLANDS,1919,JUN,6,542.5
ANDAMAN & NICOBAR ISLANDS,1919,JUL,7,246.5
ANDAMAN & NICOBAR ISLANDS,1919,AUG,8,259.8
ANDAMAN & NICOBAR ISLANDS,1919,SEP,9,170.7
ANDAMAN & NICOBAR ISLANDS,1919,OCT,10,186.2
ANDAMAN & NICOBAR ISLANDS,1919,NOV,11,340.4
ANDAMAN & NICOBAR ISLANDS,1919,DEC,12,258.4
ANDAMAN & NICOBAR ISLANDS,1920,JAN,1,122.3
ANDAMAN & NICOBAR ISLANDS,1920,FEB,2,7.4
ANDAMAN & NICOBAR ISLANDS,1920,MAR,3,3.1
ANDAMAN & NICOBAR ISLANDS,1920,APR,4,13.0
ANDAMAN & NICOBAR ISLANDS,1920,MAY,5,237.4
ANDAMAN & NICOBAR ISLANDS,1920,JUN,6,546.9
ANDAMAN & NICOBAR ISLANDS,1920,JUL,7,294.4
ANDAMAN & NICOBAR ISLANDS,1920,AUG,8,467.4
ANDAMAN & NICOBAR ISLANDS,1920,SEP,9,505.4
ANDAMAN & NICOBAR ISLANDS,1920,OCT,10,397.5
ANDAMAN & NICOBAR ISLANDS,1920,NOV,11,262.9
ANDAMAN & NICOBAR ISLANDS,1920,DEC,12,85.5
ANDAMAN & NICOBAR ISLANDS,1921,JAN,1,13.2
ANDAMAN & NICOBAR ISLANDS,1921,FEB,2,3.1
ANDAMAN & NICOBAR ISLANDS,1921,MAR,3,0.0
ANDAMAN & NICOBAR ISLANDS,1921,APR,4,37.5
ANDAMAN & NICOBAR ISLANDS,1921,MAY,5,351.2
ANDAMAN & NICOBAR ISLANDS,1921,JUN,6,282.7
ANDAMAN & NICOBAR ISLANDS,1921,JUL,7,487.1
ANDAMAN & NICOBAR ISLANDS,1921,AUG,8,330.0
ANDAMAN & NICOBAR ISLANDS,1921,SEP,9,581.2
ANDAMAN & NICOBAR ISLANDS,1921,OCT,10,360.7
ANDAMAN & NICOBAR ISLANDS,1921,NOV,11,118.2
ANDAMAN & NICOBAR ISLANDS,1921,DEC,12,41.5
ANDAMAN & NICOBAR ISLANDS,1922,JAN,1,245.3
ANDAMAN & NICOBAR ISLANDS,1922,FEB,2,34.3
ANDAMAN & NICOBAR ISLANDS,1922,MAR,3,15.6
ANDAMAN & NICOBAR ISLANDS,1922,APR,4,323.1
ANDAMAN & NICOBAR ISLANDS,1922,MAY,5,289.7
ANDAMAN & NICOBAR ISLANDS,1922,JUN,6,506.1
ANDAMAN & NICOBAR ISLANDS,1922,JUL,7,425.8
ANDAMAN & NICOBAR ISLANDS,1922,AUG,8,307.4
ANDAMAN & NICOBAR ISLANDS,1922,SEP,9,511.7
ANDAMAN & NICOBAR ISLANDS,1922,OCT,10,162.0
ANDAMAN & NICOBAR ISLANDS,1922,NOV,11,541.0
ANDAMAN & NICOBAR ISLANDS,1922,DEC,12,192.2
ANDAMAN & NICOBAR ISLANDS,1923,JAN,1,79.5
ANDAMAN & NICOBAR ISLANDS,1923,FEB,2,0.0
ANDAMAN & NICOBAR ISLANDS,1923,MAR,3,31.8
ANDAMAN & NICOBAR ISLANDS,1923,APR,4,91.3
ANDAMAN & NICOBAR ISLANDS,1923,MAY,5,293.5
ANDAMAN & NICOBAR ISLANDS,1923,JUN,6,808.4
ANDAMAN & NICOBAR ISLANDS,1923,JUL,7,636.9
ANDAMAN & NICOBAR ISLANDS,1923,AUG,8,182.2
ANDAMAN & NICOBAR ISLANDS,1923,SEP,9,560.5
ANDAMAN & NICOBAR ISLANDS,1923,OCT,10,131.9
ANDAMAN & NICOBAR ISLANDS,1923,NOV,11,197.4
ANDAMAN & NICOBAR ISLANDS,1923,DEC,12,70.6
ANDAMAN & NICOBAR ISLANDS,1924,JAN,1,28.7
ANDAMAN & NICOBAR ISLANDS,1924,FEB,2,0.0
ANDAMAN & NICOBAR ISLANDS,1924,MAR,3,14.8
ANDAMAN & NICOBAR ISLANDS,1924,APR,4,89.7
ANDAMAN & NICOBAR ISLANDS,1924,MAY,5,191.2
ANDAMAN & NICOBAR ISLANDS,1924,JUN,6,261.2
ANDAMAN & NICOBAR ISLANDS,1924,JUL,7,493.3
ANDAMAN & NICOBAR ISLANDS,1924,AUG,8,290.9
ANDAMAN & NICOBAR ISLANDS,1924,SEP,9,251.2
ANDAMAN & NICOBAR ISLANDS,1924,OCT,10,331.1
ANDAMAN & NICOBAR ISLANDS,1924,NOV,11,378.6
ANDAMAN & NICOBAR ISLANDS,1924,DEC,12,153.1
ANDAMAN & NICOBAR ISLANDS,1925,JAN,1,36.6
ANDAMAN & NICOBAR ISLANDS,1925,FEB,2,0.0
ANDAMAN & NICOBAR ISLANDS,1925,MAR,3,8.6
ANDAMAN & NICOBAR ISLANDS,1925,APR,4,50.4
ANDAMAN & NICOBAR ISLANDS,1925,MAY,5,282.2
ANDAMAN & NICOBAR ISLANDS,1925,JUN,6,663.8
ANDAMAN & NICOBAR ISLANDS,1925,JUL,7,241.8
ANDAMAN & NICOBAR ISLANDS,1925,AUG,8,278.2
ANDAMAN & NICOBAR ISLANDS,1925,SEP,9,201.9
ANDAMAN & NICOBAR ISLANDS,1925,OCT,10,249.5
ANDAMAN & NICOBAR ISLANDS,1925,NOV,11,271.5
ANDAMAN & NICOBAR ISLANDS,1925,DEC,12,196.0
ANDAMAN & NICOBAR ISLANDS,1926,JAN,1,122.1
ANDAMAN & NICOBAR ISLANDS,1926,FEB,2,0.0
ANDAMAN & NICOBAR ISLANDS,1926,MAR,3,0.0
ANDAMAN & NICOBAR ISLANDS,1926,APR,4,0.5
ANDAMAN & NICOBAR ISLANDS,1926,MAY,5,198.4
ANDAMAN & NICOBAR ISLANDS,1926,JUN,6,370.0
ANDAMAN & NICOBAR ISLANDS,1926,JUL,7,195.3
ANDAMAN & NICOBAR ISLANDS,1926,AUG,8,523.7
ANDAMAN & NICOBAR ISLANDS,1926,SEP,9,719.3
ANDAMAN & NICOBAR ISLANDS,1926,OCT,10,443.8
ANDAMAN & NICOBAR ISLANDS,1926,NOV,11,148.4
ANDAMAN & NICOBAR ISLANDS,1926,DEC,12,560.7
ANDAMAN & NICOBAR ISLANDS,1927,JAN,1,3.0
ANDAMAN & NICOBAR ISLANDS,1927,FEB,2,17.5
ANDAMAN & NICOBAR ISLANDS,1927,MAR,3,17.8
ANDAMAN & NICOBAR ISLANDS,1927,APR,4,108.6
ANDAMAN & NICOBAR ISLANDS,1927,MAY,5,504.1
ANDAMAN & NICOBAR ISLANDS,1927,JUN,6,433.3
ANDAMAN & NICOBAR ISLANDS,1927,JUL,7,195.2
ANDAMAN & NICOBAR ISLANDS,1927,AUG,8,370.1
ANDAMAN & NICOBAR ISLANDS,1927,SEP,9,126.2
ANDAMAN & NICOBAR ISLANDS,1927,OCT,10,327.5
ANDAMAN & NICOBAR ISLANDS,1927,NOV,11,274.1
ANDAMAN & NICOBAR ISLANDS,1927,DEC,12,65.5
ANDAMAN & NICOBAR ISLANDS,1928,JAN,1,50.9
ANDAMAN & NICOBAR ISLANDS,1928,FEB,2,67.6
ANDAMAN & NICOBAR ISLANDS,1928,MAR,3,80.7
ANDAMAN & NICOBAR ISLANDS,1928,APR,4,129.3
ANDAMAN & NICOBAR ISLANDS,1928,MAY,5,499.5
ANDAMAN & NICOBAR ISLANDS,1928,JUN,6,410.2
ANDAMAN & NICOBAR ISLANDS,1928,JUL,7,406.3
ANDAMAN & NICOBAR ISLANDS,1928,AUG,8,391.5
ANDAMAN & NICOBAR ISLANDS,1928,SEP,9,404.8
ANDAMAN & NICOBAR ISLANDS,1928,OCT,10,444.5
ANDAMAN & NICOBAR ISLANDS,1928,NOV,11,99.5
ANDAMAN & NICOBAR ISLANDS,1928,DEC,12,13.5
ANDAMAN & NICOBAR ISLANDS,1929,JAN,1,74.2
ANDAMAN & NICOBAR ISLANDS,1929,FEB,2,118.4
ANDAMAN & NICOBAR ISLANDS,1929,MAR,3,129.2
ANDAMAN & NICOBAR ISLANDS,1929,APR,4,69.8
ANDAMAN & NICOBAR ISLANDS,1929,MAY,5,316.6
ANDAMAN & NICOBAR ISLANDS,1929,JUN,6,588.8
ANDAMAN & NICOBAR ISLANDS,1929,JUL,7,134.0
ANDAMAN & NICOBAR ISLANDS,1929,AUG,8,644.7
ANDAMAN & NICOBAR ISLANDS,1929,SEP,9,172.9
ANDAMAN & NICOBAR ISLANDS,1929,OCT,10,413.0
ANDAMAN & NICOBAR ISLANDS,1929,NOV,11,251.5
ANDAMAN & NICOBAR ISLANDS,1929,DEC,12,13.5
ANDAMAN & NICOBAR ISLANDS,1930,JAN,1,87.4
ANDAMAN & NICOBAR ISLANDS,1930,FEB,2,105.4
ANDAMAN & NICOBAR ISLANDS,1930,MAR,3,131.2
ANDAMAN & NICOBAR ISLANDS,1930,APR,4,10.9
ANDAMAN & NICOBAR ISLANDS,1930,MAY,5,231.5
ANDAMAN & NICOBAR ISLANDS,1930,JUN,6,533.6
ANDAMAN & NICOBAR ISLANDS,1930,JUL,7,317.9
ANDAMAN & NICOBAR ISLANDS,1930,AUG,8,446.7
ANDAMAN & NICOBAR ISLANDS,1930,SEP,9,677.2
ANDAMAN & NICOBAR ISLANDS,1930,OCT,10,82.3
ANDAMAN & NICOBAR ISLANDS,1930,NOV,11,249.4
ANDAMAN & NICOBAR ISLANDS,1930,DEC,12,201.6
ANDAMAN & NICOBAR ISLANDS,1931,JAN,1,25.3
ANDAMAN & NICOBAR ISLANDS,1931,FEB,2,0.0
ANDAMAN & NICOBAR ISLANDS,1931,MAR,3,2.5
ANDAMAN & NICOBAR ISLANDS,1931,APR,4,2.5
ANDAMAN & NICOBAR ISLANDS,1931,MAY,5,205.4
ANDAMAN & NICOBAR ISLANDS,1931,JUN,6,393.5
ANDAMAN & NICOBAR ISLANDS,1931,JUL,7,289.3
ANDAMAN & NICOBAR ISLANDS,1931,AUG,8,571.0
ANDAMAN & NICOBAR ISLANDS,1931,SEP,9,294.4
ANDAMAN & NICOBAR ISLANDS,1931,OCT,10,368.3
ANDAMAN & NICOBAR ISLANDS,1931,NOV,11,22.8
ANDAMAN & NICOBAR ISLANDS,1931,DEC,12,182.7
ANDAMAN & NICOBAR ISLANDS,1932,JAN,1,2.8
ANDAMAN & NICOBAR ISLANDS,1932,FEB,2,2.5
ANDAMAN & NICOBAR ISLANDS,1932,MAR,3,10.1
ANDAMAN & NICOBAR ISLANDS,1932,APR,4,58.2
ANDAMAN & NICOBAR ISLANDS,1932,MAY,5,479.7
ANDAMAN & NICOBAR ISLANDS,1932,JUN,6,471.6
ANDAMAN & NICOBAR ISLANDS,1932,JUL,7,400.0
ANDAMAN & NICOBAR ISLANDS,1932,AUG,8,400.0
ANDAMAN & NICOBAR ISLANDS,1932,SEP,9,439.5
ANDAMAN & NICOBAR ISLANDS,1932,OCT,10,290.3
ANDAMAN & NICOBAR ISLANDS,1932,NOV,11,233.7
ANDAMAN & NICOBAR ISLANDS,1932,DEC,12,153.1
ANDAMAN & NICOBAR ISLANDS,1933,JAN,1,4.5
ANDAMAN & NICOBAR ISLANDS,1933,FEB,2,11.7
ANDAMAN & NICOBAR ISLANDS,1933,MAR,3,8.1
ANDAMAN & NICOBAR ISLANDS,1933,APR,4,58.4
ANDAMAN & NICOBAR ISLANDS,1933,MAY,5,365.4
ANDAMAN & NICOBAR ISLANDS,1933,JUN,6,544.2
ANDAMAN & NICOBAR ISLANDS,1933,JUL,7,376.6
ANDAMAN & NICOBAR ISLANDS,1933,AUG,8,294.1
ANDAMAN & NICOBAR ISLANDS,1933,SEP,9,759.0
ANDAMAN & NICOBAR ISLANDS,1933,OCT,10,239.8
ANDAMAN & NICOBAR ISLANDS,1933,NOV,11,268.8
ANDAMAN & NICOBAR ISLANDS,1933,DEC,12,56.9
ANDAMAN & NICOBAR ISLANDS,1934,JAN,1,7.3
ANDAMAN & NICOBAR ISLANDS,1934,FEB,2,172.9
ANDAMAN & NICOBAR ISLANDS,1934,MAR,3,6.9
ANDAMAN & NICOBAR ISLANDS,1934,APR,4,131.4
ANDAMAN & NICOBAR ISLANDS,1934,MAY,5,62.0
ANDAMAN & NICOBAR ISLANDS,1934,JUN,6,708.4
ANDAMAN & NICOBAR ISLANDS,1934,JUL,7,323.5
ANDAMAN & NICOBAR ISLANDS,1934,AUG,8,924.9
ANDAMAN & NICOBAR ISLANDS,1934,SEP,9,761.1
ANDAMAN & NICOBAR ISLANDS,1934,OCT,10,338.1
ANDAMAN & NICOBAR ISLANDS,1934,NOV,11,240.2
ANDAMAN & NICOBAR ISLANDS,1934,DEC,12,46.1
ANDAMAN & NICOBAR ISLANDS,1935,JAN,1,6.6
ANDAMAN & NICOBAR ISLANDS,1935,FEB,2,0.0
ANDAMAN & NICOBAR ISLANDS,1935,MAR,3,0.5
ANDAMAN & NICOBAR ISLANDS,1935,APR,4,133.6
ANDAMAN & NICOBAR ISLANDS,1935,MAY,5,726.8
ANDAMAN & NICOBAR ISLANDS,1935,JUN,6,374.1
ANDAMAN & NICOBAR ISLANDS,1935,JUL,7,368.7
ANDAMAN & NICOBAR ISLANDS,1935,AUG,8,411.6
ANDAMAN & NICOBAR ISLANDS,1935,SEP,9,578.9
ANDAMAN & NICOBAR ISLANDS,1935,OCT,10,182.4
ANDAMAN & NICOBAR ISLANDS,1935,NOV,11,275.4
ANDAMAN & NICOBAR ISLANDS,1935,DEC,12,95.4
ANDAMAN & NICOBAR ISLANDS,1936,JAN,1,16.5
ANDAMAN & NICOBAR ISLANDS,1936,FEB,2,15.3
ANDAMAN & NICOBAR ISLANDS,1936,MAR,3,116.5
